review,sentiment
Was not able to connect and lost a very important deal at the bank! Waste of time,0
Not bad but need for more privecy and I prefer to control the co-worker,1
Pls add virtual background feature again in next update. But IN lockdown zoom was very helpful for studies,2
Good,1
Installed right before my meeting and had it up and running under a minute! Great work! I like how clean everything is and the responsiveness is on point.,2
Nice,2
Background support wanted In phone option will be Then super But really nice app,0
Not great.,1
It's a good app for online classes but it comes error plz fix this and glitches,1
Update error showing. Can't update google meet,0
"Hello Team, speaker sound is very low in samsung tab A7 lite, talked to service center team they told the issue is with google meet only. As other applications is not having any issues. Can you look into this please.",1
"It works fine, but my camera puts me in front of the speaker, and I can't minimize it consistently.",1
After the latest update been done...I am unable to open the PDF file attached in the assignment....it's really hectic for the teachers using mobile phones to correct the PDF of the students...kindly fix this problem as soon as possible....until now everything was going smoothly...kindly fix the problem...there are lots of teachers facing the same issue... everyone is not using laptops...,0
Its overall a beautiful and good application for meetings but just needs to be checked for bugs more frequently and developers should do maintenance more frequently than they do. Good work 👍 to whole team of Go ToMeeting!,2
i use this app for my school app,0
Not sure what,2
Facebook,1
Good app,2
Work not good Worst,0
It keeps on asking for business email id. What if business email id is not there?,0
👍🏼👍🏼👍🏼👍🏼,2
"Hlo, This was good app but this audio and video didn't work then I can't change my background you include the setting of background changer that's my words",1
"Could've been perfect if you make it like in the iOS where you can hide the speaker's video when in the shared screen, also a minimized option for chat too please. I dont know why it have to be different from iOS and Android. I hope you could make it like in the iOS.",1
Very nice app for office use.,2
Same Ad,2
Good,2
Nice app,2
Awesome!,2
Very easy to use and maneuver through.,2
Plzz give a button to delete a live message… if we chat sometimg by mistakely…,2
It's old version was excellent than the new version . That's why I have given it 3 stars,1
"While using this app, i suffered hard in network connections, much more on recitation when we have online classes. But it's very helpful for me as an student learner.",1
Nice,0
Very good 😁,2
This is soo good ...very work and helpfully❤️❤️❤️,2
Very good,2
I cannot see the Calendar option since 2 days.. On desktop and mobile too.,0
"Audio is not satisfactory, infact at most of times inaudible",1
Please bring backgrounds in meet. In my meet backgrounds are not there please fix it 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,2
"Video kept turning off, the person I was talking to said it was ok but the call was professional in nature and didn't look professional when the video issue kept interrupting the meeting.",0
Nuc,2
#4200Gujarat,0
"App not opening after so many time installed and uninstalled couldn't find out the issues, after open the app it's automatically closed.",0
"Great, love it. Good quality, and experience. Used for meeting done with voice and American Sign Language. Hate I could not attend but thankful I had this option.",2
Navigating the features is a bit cumbersome and problematic.,1
Had a lot of trouble keeping the connection but overall it's a great app.,1
Stooped,0
I have updated the app But still when I try to join meeting it is asking for newer version.and not opening my link.,0
All meeting have held with good reception. The Audio is very clear. Thank you .,2
Ok,1
This is an excellent app with multiple useful features. The sound and video quality is great and the ease of use is fantastic.,2
Where's My review 👹 Here iwill paste it. pls give the tile view on tablet now im always waiting for new update but those updates do nothing. And I also need the Green Screen effect to Blur My background or change while on online class since no one wants a messy background. And also I'm on galaxy tab a so ihope you can realese it as soon as possible.,0
Nice 👌,2
Good,2
This app is good but their are 2 Problems 1 Sometimes voice get breking 2 I can't see background option plz 🙏 fix it,2
"Spam the background pics, without a minute the camera bugged and will not sense anyone.",2
Only used it once for a webinar and it was fine. They all work like zoom which I know very well. Google meet and things like that. They all launch the same way. Zoom was just how I was welcomed into virtual pandemic life. 🎆👍🎇,2
I can never stop thanking God for zoom especially when we couldn't go to church and visit our families and friends zoom made it possible for us to connect. I pray zoom will never come to an end is my prayer,2
UI is good,2
Very nice,1
I gave ot 3 stars because it consumes large amount of data every minute.....but I Like the chatting system...you cam make this app more good by adding virtual background,1
Main updade kiya to mera sing in chala ghaya 😠😠,0
